"","name","E1","E2","pvals","strain","pvals_corrected","pvals_corrected_overall"
"819","log","Zn","Zn",7.66677458096702e-05,"znbm_23",0.000130786154616496,0.000287504046786263
"820","log","Zn","Zn",2.21994551640326e-07,"znbm_25",5.36486833130788e-07,1.33196730984196e-06
"821","log","Zn","Zn",0.515669919311039,"znbm_28",0.515669919311039,0.662328336729775
"822","log","Zn","Zn",0.0056012991166964,"znbm_29",0.00738353065382707,0.0139941769760568
"823","log","Zn","Zn",1.31296999911154e-05,"znbm_31",2.53840866494897e-05,5.62701428190659e-05
"824","log","Zn","Zn",0.00276843488378639,"znbm_32",0.00384601765402109,0.00757487069179339
"825","log","Zn","Zn",6.20477940738848e-09,"znbm_34",1.79938602814266e-08,4.82593953907993e-08
"826","log","Zn","Zn",0.00780781059936544,"znbm_37",0.00984463075572165,0.0189553783337196
"827","log","Zn","Zn",1.52526470792515e-18,"znbm_38",1.47442255099431e-17,8.00206115046026e-17
"828","log","Zn","Zn",0.000960116617268769,"znbm_39",0.00146544115267338,0.0028700994964618
"829","log","Zn","Zn",6.57778602763674e-06,"znbm_41",1.36254139143904e-05,2.97061304473917e-05
"830","log","Zn","Zn",1.26454768994276e-21,"znbm_42",3.66718830083401e-20,1.06222005955192e-19
"831","log","Zn","Zn",2.18888415750485e-09,"znbm_43",7.05307117418230e-09,1.83866269230407e-08
"832","log","Zn","Zn",2.30354886702568e-15,"znbm_44",1.67007292859362e-14,4.71946597146725e-14
"833","log","Zn","Zn",7.49971181208402e-08,"znbm_45",1.97719675045851e-07,5.1217544082525e-07
"834","log","Zn","Zn",5.45490025896049e-06,"znbm_46",1.21686236546042e-05,2.50388864345727e-05
"835","log","Zn","Zn",4.07296756281923e-05,"znbm_47",7.38225370760985e-05,0.000158393182998526
"836","log","Zn","Zn",4.22831623259596e-11,"znbm_5",1.7517310106469e-10,4.93303560469528e-10
"837","log","Zn","Zn",1.19795104848708e-12,"znbm_6",5.79009673435423e-12,1.73496358746405e-11
"838","log","Zn","Zn",0.00278504726670492,"znbm_7",0.00384601765402109,0.00759558345464979
"839","log","Zn","Zn",0.000415942732428536,"znbm_8",0.000670129957801531,0.00135423215209291
"840","log","Zn","Zn",0.34270350891897,"znbm_9",0.35494291995179,0.486268492385025
"841","lograndom","Cd",".YPAD",3.18586522561502e-06,"cdbm_21",5.57526414482628e-06,2.70315837324911e-05
"842","lograndom","Cd",".YPAD",1.04686047389245e-20,"cdbm_22",1.57101931686842e-19,1.46560466344942e-18
"843","lograndom","Cd",".YPAD",3.61748341188888e-17,"cdbm_23",1.51934303299333e-16,2.33745081998974e-15
"844","lograndom","Cd",".YPAD",1.75881243809624e-09,"cdbm_25",3.69350612000209e-09,2.89686754509968e-08
"845","lograndom","Cd",".YPAD",0.00296667891164188,"cdbm_26",0.00415335047629864,0.011923494190331
"846","lograndom","Cd",".YPAD",0.405160338588677,"cdbm_28",0.405160338588677,0.57103134968874
"847","lograndom","Cd",".YPAD",1.49620887320802e-20,"cdbm_29",1.57101931686842e-19,1.79545064784962e-18
"848","lograndom","Cd",".YPAD",6.24580253131759e-14,"cdbm_30",1.87374075939528e-13,2.18603088596116e-12
"849","lograndom","Cd",".YPAD",0.000454937366656073,"cdbm_31",0.00068240604998411,0.00226122714787634
"850","lograndom","Cd",".YPAD",0.0313739464257971,"cdbm_32",0.0387560514671612,0.0866911677554921
"851","lograndom","Cd",".YPAD",0.0488777214918333,"cdbm_36",0.0570240084071389,0.123295153312733
"852","lograndom","Cd",".YPAD",1.33418713186719e-17,"cdbm_37",7.00448244230276e-17,1.12071719076844e-15
"853","lograndom","Cd",".YPAD",7.4158471025002e-18,"cdbm_39",5.19109297175014e-17,6.92145729566685e-16
"854","lograndom","Cd",".YPAD",4.59235161511499e-10,"cdbm_40",1.0715487101935e-09,8.57238968154798e-09
"855","lograndom","Cd",".YPAD",0.000181366874685977,"cdbm_42",0.000292977259108117,0.00103638214106273
"856","lograndom","Cd",".YPAD",1.2164366340459e-15,"cdbm_43",4.25752821916066e-15,5.37793038209767e-14
"857","lograndom","Cd",".YPAD",2.22549632464245e-11,"cdbm_44",5.84192785218642e-11,5.49828503735193e-10
"858","lograndom","Cd",".YPAD",0.319362574943562,"cdbm_45",0.33533070369074,0.485986527088029
"859","lograndom","Cd",".YPAD",0.201615528532217,"cdbm_46",0.222838215746134,0.341445653159399
"860","lograndom","Cd",".YPAD",0.0223123630437787,"cdbm_47",0.0292849764949595,0.0663298731495404
"861","lograndom","Cd",".YPAD",4.01594367754953e-07,"cdbm_48",7.66680156623092e-07,4.21674086142701e-06
"862","lograndom","Cd","Cd",1.38902556317004e-13,"cdbm_21",5.83390736531415e-13,4.16707668951011e-12
"863","lograndom","Cd","Cd",3.43147861149356e-14,"cdbm_22",2.40203502804549e-13,1.25323566680634e-12
"864","lograndom","Cd","Cd",0.114678103198913,"cdbm_23",0.141661186304539,0.228269210158973
"865","lograndom","Cd","Cd",0.00302646005472748,"cdbm_25",0.00529630509577308,0.0119916341791089
"866","lograndom","Cd","Cd",7.51341947857015e-07,"cdbm_26",1.97227261312466e-06,7.51341947857015e-06
"867","lograndom","Cd","Cd",0.0418064478831333,"cdbm_28",0.0548709628466125,0.108722650841585
"868","lograndom","Cd","Cd",0.0081206028154181,"cdbm_29",0.0121809042231272,0.0278420667957192
"869","lograndom","Cd","Cd",0.00539727412470401,"cdbm_30",0.00871867358606033,0.0197978614181283
"870","lograndom","Cd","Cd",0.38930982272227,"cdbm_31",0.38930982272227,0.555916756226248
"871","lograndom","Cd","Cd",0.000415732128632568,"cdbm_32",0.000866601191414955,0.00215564807439109
"872","lograndom","Cd","Cd",0.383336682342886,"cdbm_36",0.38930982272227,0.549492855235536
"873","lograndom","Cd","Cd",0.256336706763952,"cdbm_37",0.29905949122461,0.41249584996498
"874","lograndom","Cd","Cd",0.000453933957407834,"cdbm_39",0.000866601191414955,0.00226122714787634
"875","lograndom","Cd","Cd",6.06052800752696e-11,"cdbm_40",1.81815840225809e-10,1.30534449392888e-09
"876","lograndom","Cd","Cd",3.57211931229403e-06,"cdbm_42",8.3349450620194e-06,2.97087150725444e-05
"877","lograndom","Cd","Cd",0.0120950374052148,"cdbm_43",0.0169330523673007,0.0391668886067402
"878","lograndom","Cd","Cd",0.305052560384214,"cdbm_44",0.337163356214132,0.47236439407413
"879","lograndom","Cd","Cd",1.54786929139694e-17,"cdbm_45",3.25052551193358e-16,1.18200927706676e-15
"880","lograndom","Cd","Cd",1.77495421379849e-16,"cdbm_46",1.86370192448841e-15,8.77036199759252e-15
"881","lograndom","Cd","Cd",7.06075308614442e-13,"cdbm_47",2.47126358015055e-12,1.97701086412044e-11
"882","lograndom","Cd","Cd",1.32230572545723e-13,"cdbm_48",5.83390736531415e-13,4.11384003475581e-12
"883","lograndom","Cd","Co",0.0353361161459458,"cdbm_21",0.247352813021621,0.0957494760083693
"884","lograndom","Cd","Co",0.0755775540584212,"cdbm_22",0.264521439204474,0.171581474078578
"885","lograndom","Cd","Co",0.467940600346252,"cdbm_23",0.677213155379213,0.629920038927647
"886","lograndom","Cd","Co",0.911515191853474,"cdbm_25",0.911515191853474,0.95484308397073
"887","lograndom","Cd","Co",0.00581488634988056,"cdbm_26",0.122112613347492,0.0209635387721016
"888","lograndom","Cd","Co",0.603305449412609,"cdbm_28",0.677213155379213,0.747458078918276
"889","lograndom","Cd","Co",0.20992063721568,"cdbm_29",0.377433629766737,0.35272258439914
"890","lograndom","Cd","Co",0.876098160477194,"cdbm_30",0.911515191853474,0.932728079595492
"891","lograndom","Cd","Co",0.0564288521820436,"cdbm_31",0.248151898683958,0.136994901251204
"892","lograndom","Cd","Co",0.612716664390716,"cdbm_32",0.677213155379213,0.755773859160355
"893","lograndom","Cd","Co",0.577458793688425,"cdbm_36",0.677213155379213,0.729421634132747
"894","lograndom","Cd","Co",0.0205744878382214,"cdbm_37",0.216032122301325,0.0619446945666881
"895","lograndom","Cd","Co",0.132848600178734,"cdbm_39",0.348727575469176,0.253044952721397
"896","lograndom","Cd","Co",0.129586054905304,"cdbm_40",0.348727575469176,0.249089899589142
"897","lograndom","Cd","Co",0.323007013308729,"cdbm_42",0.521780559960254,0.4888754796024
"898","lograndom","Cd","Co",0.591730772412675,"cdbm_43",0.677213155379213,0.738564411332313
"899","lograndom","Cd","Co",0.177968500997337,"cdbm_44",0.373733852094407,0.314723243868974
"900","lograndom","Cd","Co",0.580096546206262,"cdbm_45",0.677213155379213,0.731653301521412
"901","lograndom","Cd","Co",0.215676359866707,"cdbm_46",0.377433629766737,0.359460599777845
"902","lograndom","Cd","Co",0.160374082554775,"cdbm_47",0.373733852094407,0.28846730052679
"903","lograndom","Cd","Co",0.0590837854009424,"cdbm_48",0.248151898683958,0.141801084962262
"904","lograndom","Cd","Cu",0.241211690011558,"cdbm_21",0.460495044567521,0.391154091910635
"905","lograndom","Cd","Cu",0.137258174247971,"cdbm_22",0.320269073245266,0.257359076714946
"906","lograndom","Cd","Cu",4.91743981497732e-05,"cdbm_23",0.000206532472229047,0.000310575146209094
"907","lograndom","Cd","Cu",0.74523920294701,"cdbm_25",0.823685434836169,0.83801998724965
"908","lograndom","Cd","Cu",4.50475862366218e-06,"cdbm_26",3.15333103656353e-05,3.67378373191867e-05
"909","lograndom","Cd","Cu",0.893691521975453,"cdbm_28",0.938376098074225,0.945578558593685
"910","lograndom","Cd","Cu",0.987951385819345,"cdbm_29",0.987951385819345,0.994232638295066
"911","lograndom","Cd","Cu",0.714922956145535,"cdbm_30",0.823685434836169,0.822651072824999
"912","lograndom","Cd","Cu",0.210315893988673,"cdbm_31",0.441663377376214,0.35272258439914
"913","lograndom","Cd","Cu",0.619647205368098,"cdbm_32",0.809773735364583,0.762084410701614
"914","lograndom","Cd","Cu",0.56564428348385,"cdbm_36",0.791901996877389,0.72164432265455
"915","lograndom","Cd","Cu",1.9179423691818e-05,"cdbm_37",0.000100691974382044,0.000136531490687518
"916","lograndom","Cd","Cu",0.272178267778938,"cdbm_39",0.476311968613141,0.434657309761041
"917","lograndom","Cd","Cu",0.452532671201314,"cdbm_40",0.731014315017508,0.61608986030649
"918","lograndom","Cd","Cu",0.00564105431028111,"cdbm_42",0.0148077675644879,0.0205129247646586
"919","lograndom","Cd","Cu",0.00244605470326409,"cdbm_43",0.00733816410979228,0.0101717126274348
"920","lograndom","Cd","Cu",0.655531119104662,"cdbm_44",0.809773735364583,0.790023156453251
"921","lograndom","Cd","Cu",0.000271595584282749,"cdbm_45",0.000950584544989622,0.00150092296577309
"922","lograndom","Cd","Cu",8.66299934731785e-08,"cdbm_46",1.66394446309973e-06,1.102563553295e-06
"923","lograndom","Cd","Cu",1.58470901247594e-07,"cdbm_47",1.66394446309973e-06,1.87486700067576e-06
"924","lograndom","Cd","Cu",0.556469076567707,"cdbm_48",0.791901996877389,0.714730924031917
"925","lograndom","Cd","Mn",0.0322723799768485,"cdbm_21",0.0968171399305454,0.0885908469952703
"926","lograndom","Cd","Mn",0.0545962486261712,"cdbm_22",0.143315152643699,0.133705098676338
"927","lograndom","Cd","Mn",0.894729777375161,"cdbm_23",0.894729777375161,0.945578558593685
"928","lograndom","Cd","Mn",0.189677575769695,"cdbm_25",0.373570227789954,0.32933606755756
"929","lograndom","Cd","Mn",0.231789375471313,"cdbm_26",0.405631407074798,0.380279444132624
"930","lograndom","Cd","Mn",0.808141237806091,"cdbm_28",0.848548299696396,0.886212323442711
"931","lograndom","Cd","Mn",0.424994575242632,"cdbm_29",0.495827004449737,0.586199414127768
"932","lograndom","Cd","Mn",0.39682614570538,"cdbm_30",0.495827004449737,0.56306412566304
"933","lograndom","Cd","Mn",0.024323673522377,"cdbm_31",0.0968171399305454,0.0714401599957925
"934","lograndom","Cd","Mn",0.598786221151054,"cdbm_32",0.66181634969327,0.746261759298049
"935","lograndom","Cd","Mn",8.56099506736845e-05,"cdbm_36",0.00135328404404734,0.000521104047578949
"936","lograndom","Cd","Mn",0.309230416059543,"cdbm_37",0.444088936528437,0.476612017412873
"937","lograndom","Cd","Mn",0.195679643128071,"cdbm_39",0.373570227789954,0.333459354497966
"938","lograndom","Cd","Mn",0.112674672354576,"cdbm_40",0.262907568827344,0.225349344709152
"939","lograndom","Cd","Mn",0.317206383234598,"cdbm_42",0.444088936528437,0.484402062764315
"940","lograndom","Cd","Mn",0.420185178805797,"cdbm_43",0.495827004449737,0.581475370999785
"941","lograndom","Cd","Mn",0.315147498451242,"cdbm_44",0.444088936528437,0.48307280784497
"942","lograndom","Cd","Mn",0.0293960551850351,"cdbm_45",0.0968171399305454,0.0825842353024398
