strain,E1,E2,anc_slope,avg_slope,relfit1
cobm_6,Co,.YPAD,0.25524757384878666,0.19504472947851076,-0.0602028443702759
cobm_6,Co,Cd,0.01895355052072835,0.03985560054486913,0.020902050024140778
cobm_6,Co,Co,0.024788894353866546,0.04397257367116935,0.019183679317302804
cobm_6,Co,Cu,0.008643785839868025,0.1661481836071065,0.15750439776723849
cobm_6,Co,Mn,0.01977103815109517,0.154452020907636,0.13468098275654083
cobm_6,Co,Ni,0.02142069074895225,0.07799747130231988,0.05657678055336762
cobm_6,Co,Zn,0.020141181159930934,0.006691669237242817,-0.013449511922688118
cobm_7,Co,.YPAD,0.25524757384878666,0.184544556965094,-0.07070301688369265
cobm_7,Co,Cd,0.01895355052072835,0.17782351028061674,0.15886995975988838
cobm_7,Co,Co,0.024788894353866546,0.029354297871597726,0.00456540351773118
cobm_7,Co,Cu,0.008643785839868025,0.1127201887662911,0.10407640292642308
cobm_7,Co,Mn,0.01977103815109517,0.12111895755321567,0.1013479194021205
cobm_7,Co,Ni,0.02142069074895225,0.13639536878828895,0.1149746780393367
cobm_7,Co,Zn,0.020141181159930934,0.0260219330379859,0.005880751878054966
cobm_8,Co,.YPAD,0.25524757384878666,0.20471904563570975,-0.050528528213076906
cobm_8,Co,Cd,0.01895355052072835,0.12609793287969112,0.10714438235896277
cobm_8,Co,Co,0.024788894353866546,0.056380217815926725,0.03159132346206018
cobm_8,Co,Cu,0.008643785839868025,0.1570994589000785,0.14845567306021049
cobm_8,Co,Mn,0.01977103815109517,0.15347333403095675,0.1337022958798616
cobm_8,Co,Ni,0.02142069074895225,0.12759310853704958,0.10617241778809733
cobm_8,Co,Zn,0.020141181159930934,0.02193051571453,0.0017893345545990647
cubm_10,Cu,.YPAD,0.25524757384878666,0.21840456221333698,-0.036843011635449674
cubm_10,Cu,Cd,0.01895355052072835,0.06934462838531498,0.05039107786458663
cubm_10,Cu,Co,0.024788894353866546,0.016462571195141582,-0.008326323158724964
cubm_10,Cu,Cu,0.008643785839868025,0.1608682776453595,0.15222449180549147
cubm_10,Cu,Mn,0.01977103815109517,0.09513249910053655,0.07536146094944138
cubm_10,Cu,Ni,0.02142069074895225,0.08018390926789472,0.058763218518942464
cubm_10,Cu,Zn,0.020141181159930934,0.015015568100018587,-0.005125613059912347
cubm_11,Cu,.YPAD,0.25524757384878666,0.19569414051318051,-0.05955343333560614
cubm_11,Cu,Cd,0.01895355052072835,0.07831781834721772,0.059364267826489375
cubm_11,Cu,Co,0.024788894353866546,0.01739765316810525,-0.007391241185761295
cubm_11,Cu,Cu,0.008643785839868025,0.11918472919009165,0.11054094335022363
cubm_11,Cu,Mn,0.01977103815109517,0.155997790590723,0.13622675243962784
cubm_11,Cu,Ni,0.02142069074895225,0.00980332413025309,-0.01161736661869916
cubm_11,Cu,Zn,0.020141181159930934,0.016801857372072956,-0.0033393237878579785
cubm_12,Cu,.YPAD,0.25524757384878666,0.23932262943985666,-0.015924944408929997
cubm_12,Cu,Cd,0.01895355052072835,0.08087017287355958,0.06191662235283123
cubm_12,Cu,Co,0.024788894353866546,0.02732041415598465,0.002531519802118104
cubm_12,Cu,Cu,0.008643785839868025,0.15912041579566039,0.15047662995579236
cubm_12,Cu,Mn,0.01977103815109517,0.1218809242746475,0.10210988612355233
cubm_12,Cu,Ni,0.02142069074895225,0.07173959862549766,0.0503189078765454
cubm_12,Cu,Zn,0.020141181159930934,0.01576055111973675,-0.004380630040194185
cubm_13,Cu,.YPAD,0.25524757384878666,0.2195040942558345,-0.035743479592952154
cubm_13,Cu,Cd,0.01895355052072835,0.1492416155046695,0.13028806498394113
cubm_13,Cu,Co,0.024788894353866546,0.013636987258869302,-0.011151907094997244
cubm_13,Cu,Cu,0.008643785839868025,0.12848293628256457,0.11983915044269655
cubm_13,Cu,Mn,0.01977103815109517,0.11780853765540338,0.0980374995043082
cubm_13,Cu,Ni,0.02142069074895225,0.1429358535254278,0.12151516277647553
cubm_13,Cu,Zn,0.020141181159930934,0.011230418528462831,-0.008910762631468103
cubm_14,Cu,.YPAD,0.25524757384878666,0.1838892592698205,-0.07135831457896616
cubm_14,Cu,Cd,0.01895355052072835,0.0380952995371331,0.019141749016404752
cubm_14,Cu,Co,0.024788894353866546,0.024266165517261577,-5.227288366049694e-4
cubm_14,Cu,Cu,0.008643785839868025,0.1687357259326505,0.16009194009278246
cubm_14,Cu,Mn,0.01977103815109517,0.1501309213699025,0.13035988321880732
cubm_14,Cu,Ni,0.02142069074895225,0.018112169447581657,-0.0033085213013705934
cubm_14,Cu,Zn,0.020141181159930934,0.01277143341453051,-0.007369747745400425
cubm_15,Cu,.YPAD,0.25524757384878666,0.2480446964603365,-0.007202877388450157
cubm_15,Cu,Cd,0.01895355052072835,0.037209907569057954,0.018256357048329605
cubm_15,Cu,Co,0.024788894353866546,0.016368091015905858,-0.008420803337960688
cubm_15,Cu,Cu,0.008643785839868025,0.1356108184427664,0.12696703260289838
cubm_15,Cu,Mn,0.01977103815109517,0.139523591780044,0.11975255362894884
cubm_15,Cu,Ni,0.02142069074895225,0.012797362097805,-0.00862332865114725
cubm_15,Cu,Zn,0.020141181159930934,0.01586383083044633,-0.0042773503294846055
cubm_16,Cu,.YPAD,0.25524757384878666,0.22790546440054626,-0.027342109448240393
cubm_16,Cu,Cd,0.01895355052072835,0.0796692585153247,0.06071570799459636
cubm_16,Cu,Co,0.024788894353866546,0.013984467944760924,-0.010804426409105622
cubm_16,Cu,Cu,0.008643785839868025,0.10519881926476812,0.0965550334249001
cubm_16,Cu,Mn,0.01977103815109517,0.1426560264565041,0.12288498830540893
cubm_16,Cu,Ni,0.02142069074895225,0.21001064459680316,0.1885899538478509
cubm_16,Cu,Zn,0.020141181159930934,0.016067071526015803,-0.0040741096339151316
cubm_17,Cu,.YPAD,0.25524757384878666,0.1873760637212395,-0.06787151012754716
cubm_17,Cu,Cd,0.01895355052072835,0.06980244062343433,0.050848890102705976
cubm_17,Cu,Co,0.024788894353866546,0.013839354934264145,-0.010949539419602401
cubm_17,Cu,Cu,0.008643785839868025,0.129420310666234,0.12077652482636597
cubm_17,Cu,Mn,0.01977103815109517,0.114891542736991,0.09512050458589583
cubm_17,Cu,Ni,0.02142069074895225,0.0208832475839804,-5.374431649718507e-4
cubm_17,Cu,Zn,0.020141181159930934,0.04467001597137826,0.02452883481144733
cubm_18,Cu,.YPAD,0.25524757384878666,0.233083447067489,-0.022164126781297644
cubm_18,Cu,Cd,0.01895355052072835,0.08159216662168026,0.06263861610095191
cubm_18,Cu,Co,0.024788894353866546,0.0146374010856487,-0.010151493268217847
cubm_18,Cu,Cu,0.008643785839868025,0.16246439719647124,0.15382061135660322
cubm_18,Cu,Mn,0.01977103815109517,0.1389990052718704,0.11922796712077523
cubm_18,Cu,Ni,0.02142069074895225,0.02354882170374493,0.0021281309547926813
cubm_18,Cu,Zn,0.020141181159930934,0.015511454065642005,-0.004629727094288929
cubm_3,Cu,.YPAD,0.25524757384878666,0.1992438966334775,-0.05600367721530916
cubm_3,Cu,Cd,0.01895355052072835,0.05895774070480132,0.040004190184072974
cubm_3,Cu,Co,0.024788894353866546,0.0298086217237481,0.005019727369881554
cubm_3,Cu,Cu,0.008643785839868025,0.1513928672383645,0.14274908139849649
cubm_3,Cu,Mn,0.01977103815109517,0.128486176703488,0.10871513855239283
cubm_3,Cu,Ni,0.02142069074895225,0.08005674157485203,0.058636050825899774
