X1,strain,conc,day,Mean,SD,avg_ypad_day,batch,r_anc,rel_fit
21,CBM49,CD2,20210714BIO1,0.0320718121800863,0.0100321229871059,0.259647691320081,0.0290361235375701,0.00462089971102012,0.02441522382655
22,CBM11,CD2,20210714BIO1,0.0109089077734067,0.00383132589566456,0.259647691320081,0.00787321913089041,0.00462089971102012,0.00325231941987029
23,CBM20,YPAD,20210714BIO1,0.272821448368028,0.0108985034057265,0.259647691320081,0.269785759725511,0.272252223050353,-0.00246646332484118
24,CBM54,YPAD,20210714BIO1,0.275833763373796,0.0131500890246009,0.259647691320081,0.27279807473128,0.272252223050353,5.45851680926968e-4
25,CBM47,CD1,20210714BIO1,0.0144541862701075,0.00428717813949,0.259647691320081,0.0114184976275913,0.0263157110917215,-0.0148972134641302
26,CBM47,CD2,20210714BIO1,0.0083425167033783,0.0069304001087786,0.259647691320081,0.00530682806086206,0.00462089971102012,6.85928349841936e-4
27,CBM18,CD1,20210714BIO1,0.0621814202054575,0.00887574992500349,0.259647691320081,0.0591457315629413,0.0263157110917215,0.0328300204712197
28,CBM5,CD1,20210714BIO1,0.0206388244457697,0.00774083081653354,0.259647691320081,0.0176031358032534,0.0263157110917215,-0.0087125752884681
29,CBM4,CD1,20210714BIO1,0.0136582832340378,0.00713096353488925,0.259647691320081,0.0106225945915216,0.0263157110917215,-0.0156931165002
30,CBM4,YPAD,20210714BIO1,0.268341123378051,0.0127464396947102,0.259647691320081,0.265305434735535,0.272252223050353,-0.00694678831481771
31,CBM6,CD2,20210714BIO1,0.0254987780408851,0.028987541139558,0.259647691320081,0.0224630893983689,0.00462089971102012,0.0178421896873488
32,CBM14,CD1,20210714BIO1,0.0155433398152383,0.00304138358747259,0.259647691320081,0.012507651172722,0.0263157110917215,-0.0138080599189995
33,CBM7,CD1,20210714BIO1,0.0113004374080461,0.00958151183987242,0.259647691320081,0.00826474876552985,0.0263157110917215,-0.0180509623261917
34,CBM7,CD2,20210714BIO1,0.00383615292494828,0.00420597176997685,0.259647691320081,8.00464282432041e-4,0.00462089971102012,-0.00382043542858808
35,CBM13,YPAD,20210714BIO1,0.273853056169591,0.0115329117465503,0.259647691320081,0.270817367527075,0.272252223050353,-0.0014348555232776
36,CBM44h,CD1,20210714BIO1,0.0579384314414177,0.0116024668363067,0.259647691320081,0.0549027427989015,0.0263157110917215,0.02858703170718
37,CBM17,CD2,20210714BIO1,0.0126967837632552,0.00478823721615466,0.259647691320081,0.00966109512073898,0.00462089971102012,0.00504019540971886
38,CBM20,CD2,20210714BIO1,0.00535042514367608,0.00331576349714361,0.259647691320081,0.00231473650115984,0.00462089971102012,-0.00230616320986029
39,CBM14,CD2,20210714BIO1,0.0126552613351668,0.014544861311735,0.259647691320081,0.00961957269265053,0.00462089971102012,0.00499867298163041
40,CBM37,CD2,20210714BIO1,0.0105484724769826,0.00839927324713177,0.259647691320081,0.00751278383446633,0.00462089971102012,0.00289188412344621
41,CBM22,CD2,20210714BIO1,0.192790167047319,7.32906117268021e-4,0.259647691320081,0.189754478404802,0.00462089971102012,0.185133578693782
42,CBM13,CD1,20210714BIO1,0.052363965156547,0.00146598220517807,0.259647691320081,0.0493282765140307,0.0263157110917215,0.0230125654223092
43,CBM29,CD1,20210714BIO1,0.0277164737161328,0.02221957537276,0.259647691320081,0.0246807850736166,0.0263157110917215,-0.00163492601810493
44,CBM49,YPAD,20210714BIO1,0.252198835719903,0.0152430289547423,0.259647691320081,0.249163147077387,0.272252223050353,-0.0230890759729658
45,CBM24,CD2,20210714BIO1,0.161361364837502,0.00545203510445771,0.259647691320081,0.158325676194985,0.00462089971102012,0.153704776483965
46,CBM29,YPAD,20210714BIO1,0.214845748502945,0.0148027241667593,0.259647691320081,0.211810059860429,0.272252223050353,-0.0604421631899235
47,CBM53,CD1,20210714BIO1,0.0646629065551944,0.00622693808557645,0.259647691320081,0.0616272179126781,0.0263157110917215,0.0353115068209566
48,CBM25,YPAD,20210714BIO1,0.272254823112582,0.0116633565832313,0.259647691320081,0.269219134470065,0.272252223050353,-0.00303308858028728
49,CBM34,YPAD,20210714BIO1,0.284893301060899,0.011290311196893,0.259647691320081,0.281857612418383,0.272252223050353,0.0096053893680299
50,CBM22,YPAD,20210714BIO1,0.229061124081196,0.0118802527486138,0.259647691320081,0.22602543543868,0.272252223050353,-0.0462267876116725
51,CBM44h,CD2,20210714BIO1,0.00684509244101387,0.00365510900274564,0.259647691320081,0.00380940379849763,0.00462089971102012,-8.11495912522497e-4
52,CBM30,CD2,20210714BIO1,0.0340808266459843,0.0307822421969554,0.259647691320081,0.0310451380034681,0.00462089971102012,0.0264242382924479
53,CBM55,CD1,20210714BIO1,0.0436224205683603,0.0117524391958523,0.259647691320081,0.0405867319258441,0.0263157110917215,0.0142710208341226
54,CBM4,CD2,20210714BIO1,0.0120885216281508,0.0133324303008661,0.259647691320081,0.00905283298563453,0.00462089971102012,0.0044319332746144
55,CBM22,CD1,20210714BIO1,0.182911658251165,0.00692113323007268,0.259647691320081,0.179875969608649,0.0263157110917215,0.153560258516927
56,CBM14,YPAD,20210714BIO1,0.2669961084326,0.016689065589814,0.259647691320081,0.263960419790083,0.272252223050353,-0.00829180326026918
57,CBM16,CD1,20210714BIO1,0.0144232869499679,0.0099529469077464,0.259647691320081,0.0113875983074517,0.0263157110917215,-0.0149281127842698
58,CBM3,CD1,20210714BIO1,0.0404863138421992,0.0335698409213441,0.259647691320081,0.037450625199683,0.0263157110917215,0.0111349141079615
59,CBM33,CD2,20210714BIO1,0.118175558544431,0.135064605940876,0.259647691320081,0.115139869901915,0.00462089971102012,0.110518970190895
60,CBM37,CD1,20210714BIO1,0.0556083470345155,0.010011640235754,0.259647691320081,0.0525726583919993,0.0263157110917215,0.0262569473002778
61,CBM26,YPAD,20210714BIO1,0.243076022494816,0.0638908659059605,0.259647691320081,0.2400403338523,0.272252223050353,-0.0322118891980525
62,CBM36,CD2,20210714BIO1,0.0213153094249148,0.00741965653803642,0.259647691320081,0.0182796207823986,0.00462089971102012,0.0136587210713785
63,CBM1,CD1,20210714BIO1,0.00866502512334814,0.00601662461133761,0.259647691320081,0.0056293364808319,0.0263157110917215,-0.0206863746108896
64,CBM26,CD1,20210714BIO1,0.0178721604737753,0.00430440690538911,0.259647691320081,0.014836471831259,0.0263157110917215,-0.0114792392604625
65,CBM53,YPAD,20210714BIO1,0.267960084404265,0.014076694183164,0.259647691320081,0.264924395761749,0.272252223050353,-0.00732782728860393
66,CBM18,YPAD,20210714BIO1,0.266666105025856,0.0142319399211209,0.259647691320081,0.26363041638334,0.272252223050353,-0.00862180666701307
67,CBM20,CD1,20210714BIO1,0.0607770049139885,0.0144863859410953,0.259647691320081,0.0577413162714722,0.0263157110917215,0.0314256051797507
68,CBM1,CD2,20210714BIO1,0.0254483078721002,0.0236855711707348,0.259647691320081,0.0224126192295839,0.00462089971102012,0.0177917195185638
69,CBM47,YPAD,20210714BIO1,0.263686382353285,0.0211664667142511,0.259647691320081,0.260650693710769,0.272252223050353,-0.0116015293395839
70,CBM17,CD1,20210714BIO1,0.0105071518152755,0.0033181310843238,0.259647691320081,0.00747146317275926,0.0263157110917215,-0.0188442479189623
71,OLY008,CD1,20210714BIO1,0.0263157110917215,0.00666460926906094,0.259647691320081,0.0232800224492053,0.0263157110917215,-0.00303568864251624
72,CBM55,CD2,20210714BIO1,0.00623210711185133,0.00429713546847555,0.259647691320081,0.00319641846933509,0.00462089971102012,-0.00142448124168504
73,CBM5,CD2,20210714BIO1,0.00405228814948089,0.00120534204715723,0.259647691320081,0.00101659950696464,0.00462089971102012,-0.00360430020405548
74,CBM55,YPAD,20210714BIO1,0.270653023057684,0.0127263412739724,0.259647691320081,0.267617334415168,0.272252223050353,-0.00463488863518446
75,CBM45,CD1,20210714BIO1,0.0471724645086565,0.0118362482983431,0.259647691320081,0.0441367758661402,0.0263157110917215,0.0178210647744187
76,CBM45,CD2,20210714BIO1,0.0167116983917914,0.0132129656671697,0.259647691320081,0.0136760097492752,0.00462089971102012,0.00905511003825506
77,CBM37,YPAD,20210714BIO1,0.272362559606514,0.0170410883790993,0.259647691320081,0.269326870963998,0.272252223050353,-0.00292535208635475
78,CBM44h,YPAD,20210714BIO1,0.270874136969389,0.0155180360163648,0.259647691320081,0.267838448326872,0.272252223050353,-0.00441377472348037
79,CBM24,CD1,20210714BIO1,0.147244539500102,0.0184997056985056,0.259647691320081,0.144208850857586,0.0263157110917215,0.117893139765864
80,CBM2,YPAD,20210714BIO1,0.24546291431988,0.0107494617992107,0.259647691320081,0.242427225677363,0.272252223050353,-0.0298249973729893
81,CBM6,CD1,20210714BIO1,0.005558573301645,0.00504215386199907,0.259647691320081,0.00252288465912875,0.0263157110917215,-0.0237928264325928
82,CBM34,CD2,20210714BIO1,0.285902485660146,0.0200169720930217,0.259647691320081,0.28286679701763,0.00462089971102012,0.27824589730661
83,CBM46,YPAD,20210714BIO1,0.272115837718356,0.0084822536669119809,0.259647691320081,0.26908014907584,0.272252223050353,-0.00317207397451252
84,CBM26,CD2,20210714BIO1,0.0287600055696539,0.0199659208189523,0.259647691320081,0.0257243169271376,0.00462089971102012,0.0211034172161175
85,CBM16,YPAD,20210714BIO1,0.246050921758255,0.0143178464025848,0.259647691320081,0.243015233115738,0.272252223050353,-0.0292369899346142
86,CBM36,CD1,20210714BIO1,0.0610321552185766,0.00560556653966071,0.259647691320081,0.0579964665760604,0.0263157110917215,0.0316807554843389
87,CBM51,CD1,20210714BIO1,0.036934329809372,0.0213252522925453,0.259647691320081,0.0338986411668557,0.0263157110917215,0.00758293007513422
88,CBM49,CD1,20210714BIO1,0.0509461973015786,0.00923483241343492,0.259647691320081,0.0479105086590624,0.0263157110917215,0.0215947975673409
89,CBM3,YPAD,20210714BIO1,0.253527163791646,0.0118774832233511,0.259647691320081,0.25049147514913,0.272252223050353,-0.0217607479012226
90,CBM51,YPAD,20210714BIO1,0.271741437034884,0.0105315910542687,0.259647691320081,0.268705748392368,0.272252223050353,-0.00354647465798447
91,CBM51,CD2,20210714BIO1,0.0269564847147722,0.0212344919120418,0.259647691320081,0.023920796072256,0.00462089971102012,0.0192998963612359
92,CBM36,YPAD,20210714BIO1,0.264790379632991,0.0131996622970391,0.259647691320081,0.261754690990474,0.272252223050353,-0.0104975320598783
93,CBM34,CD1,20210714BIO1,0.230480418123014,0.0279468435654145,0.259647691320081,0.227444729480497,0.0263157110917215,0.201129018388776
94,CBM45,YPAD,20210714BIO1,0.272131304935942,0.0153521608568939,0.259647691320081,0.269095616293426,0.272252223050353,-0.00315660675692642
95,CBM46,CD2,20210714BIO1,0.022912903489362,0.0176968629606103,0.259647691320081,0.0198772148468457,0.00462089971102012,0.0152563151358256
96,CBM5,YPAD,20210714BIO1,0.163573201566617,0.0609966993893154,0.259647691320081,0.160537512924101,0.272252223050353,-0.111714710126252
97,CBM54,CD1,20210714BIO1,0.0282068718937545,0.00361505278378871,0.259647691320081,0.0251711832512382,0.0263157110917215,-0.00114452784048328
98,CBM11,YPAD,20210714BIO1,0.24416748921222,0.0108314149334151,0.259647691320081,0.241131800569704,0.272252223050353,-0.0311204224806491
99,CBM16,CD2,20210714BIO1,0.00236658638611923,6.39692975060779e-4,0.259647691320081,-6.6910225639701e-4,0.00462089971102012,-0.00529000196741714
100,CBM26,CD1,20210714BIO2,0.0178721604737753,0.00430440690538911,0.255613136700486,0.0188710264508544,0.0263157110917215,-0.00744468464086715
101,CBM2,CD2,20210714BIO2,0.0174880999089429,0.0210930241329539,0.255613136700486,0.018486965886022,0.00462089971102012,0.0138660661750019
102,CBM16,CD2,20210714BIO2,0.00236658638611923,6.39692975060779e-4,0.255613136700486,0.00336545236319833,0.00462089971102012,-0.00125544734782179
103,CBM24,YPAD,20210714BIO2,0.252100453792695,0.0153448651852804,0.255613136700486,0.253099319769774,0.272252223050353,-0.0191529032805785
104,CBM47,CD1,20210714BIO2,0.0144541862701075,0.00428717813949,0.255613136700486,0.0154530522471866,0.0263157110917215,-0.0108626588445349
105,CBM37,CD1,20210714BIO2,0.0556083470345155,0.010011640235754,0.255613136700486,0.0566072130115946,0.0263157110917215,0.0302915019198731
106,CBM37,YPAD,20210714BIO2,0.272362559606514,0.0170410883790993,0.255613136700486,0.273361425583593,0.272252223050353,0.00110920253324059
107,CBM29,CD2,20210714BIO2,0.0147269728782244,0.0186486547257168,0.255613136700486,0.0157258388553035,0.00462089971102012,0.0111049391442833
108,CBM51,CD2,20210714BIO2,0.0269564847147722,0.0212344919120418,0.255613136700486,0.0279553506918513,0.00462089971102012,0.0233344509808312
109,CBM55,CD2,20210714BIO2,0.00623210711185133,0.00429713546847555,0.255613136700486,0.00723097308893043,0.00462089971102012,0.0026100733779103
110,CBM25,CD1,20210714BIO2,0.0270260485731496,0.00534620762367016,0.255613136700486,0.0280249145502287,0.0263157110917215,0.00170920345850715
111,CBM44h,CD2,20210714BIO2,0.00684509244101387,0.00365510900274564,0.255613136700486,0.00784395841809297,0.00462089971102012,0.00322305870707285
112,CBM54,CD2,20210714BIO2,0.0047458009818276,0.00189854166976282,0.255613136700486,0.0057446669589067,0.00462089971102012,0.00112376724788658
113,CBM54,CD1,20210714BIO2,0.0282068718937545,0.00361505278378871,0.255613136700486,0.0292057378708336,0.0263157110917215,0.00289002677911206
114,CBM4,CD1,20210714BIO2,0.0136582832340378,0.00713096353488925,0.255613136700486,0.0146571492111169,0.0263157110917215,-0.0116585618806046
115,CBM13,CD2,20210714BIO2,0.00778492265096631,0.00632867957870523,0.255613136700486,0.00878378862804541,0.00462089971102012,0.00416288891702528
116,CBM17,YPAD,20210714BIO2,0.186369464086344,0.0386827343921786,0.255613136700486,0.187368330063424,0.272252223050353,-0.0848838929869291
117,CBM47,CD2,20210714BIO2,0.0083425167033783,0.0069304001087786,0.255613136700486,0.0093413826804574,0.00462089971102012,0.00472048296943728
118,CBM2,CD1,20210714BIO2,0.00805494601759567,0.00451012069731778,0.255613136700486,0.00905381199467477,0.0263157110917215,-0.0172618990970467
119,CBM45,CD2,20210714BIO2,0.0167116983917914,0.0132129656671697,0.255613136700486,0.0177105643688705,0.00462089971102012,0.0130896646578504
120,CBM22,CD1,20210714BIO2,0.182911658251165,0.00692113323007268,0.255613136700486,0.183910524228244,0.0263157110917215,0.157594813136523
121,CBM11,CD1,20210714BIO2,0.071564663843097,0.0113107358051868,0.255613136700486,0.0725635298201761,0.0263157110917215,0.0462478187284546
122,CBM25,CD2,20210714BIO2,0.0158865825124662,0.0198923805173047,0.255613136700486,0.0168854484895453,0.00462089971102012,0.0122645487785252
123,CBM17,CD1,20210714BIO2,0.0105071518152755,0.0033181310843238,0.255613136700486,0.0115060177923546,0.0263157110917215,-0.0148096932993669
124,CBM1,CD1,20210714BIO2,0.00866502512334814,0.00601662461133761,0.255613136700486,0.00966389110042724,0.0263157110917215,-0.0166518199912943
125,CBM18,YPAD,20210714BIO2,0.266666105025856,0.0142319399211209,0.255613136700486,0.267664971002935,0.272252223050353,-0.00458725204741772
126,CBM1,CD2,20210714BIO2,0.0254483078721002,0.0236855711707348,0.255613136700486,0.0264471738491793,0.00462089971102012,0.0218262741381591
127,CBM51,CD1,20210714BIO2,0.036934329809372,0.0213252522925453,0.255613136700486,0.0379331957864511,0.0263157110917215,0.0116174846947296
128,CBM5,CD2,20210714BIO2,0.00405228814948089,0.00120534204715723,0.255613136700486,0.00505115412655999,0.00462089971102012,4.30254415539863e-4
129,CBM4,YPAD,20210714BIO2,0.268341123378051,0.0127464396947102,0.255613136700486,0.26933998935513,0.272252223050353,-0.00291223369522237
130,CBM33,YPAD,20210714BIO2,0.269090487480171,0.0143618940308807,0.255613136700486,0.27008935345725,0.272252223050353,-0.00216286959310263
131,CBM55,CD1,20210714BIO2,0.0436224205683603,0.0117524391958523,0.255613136700486,0.0446212865454394,0.0263157110917215,0.0183055754537179
132,CBM49,CD1,20210714BIO2,0.0509461973015786,0.00923483241343492,0.255613136700486,0.0519450632786577,0.0263157110917215,0.0256293521869362
133,CBM21,CD2,20210714BIO2,0.367461891076504,0.0077112842819964,0.255613136700486,0.368460757053583,0.00462089971102012,0.363839857342563
134,CBM51,YPAD,20210714BIO2,0.271741437034884,0.0105315910542687,0.255613136700486,0.272740303011964,0.272252223050353,4.88079961610877e-4
135,CBM36,CD2,20210714BIO2,0.0213153094249148,0.00741965653803642,0.255613136700486,0.0223141754019939,0.00462089971102012,0.0176932756909738
136,CBM33,CD1,20210714BIO2,0.0397479108071863,0.0302683312783603,0.255613136700486,0.0407467767842654,0.0263157110917215,0.0144310656925439
137,OLY008,CD2,20210714BIO2,0.00462089971102012,0.00148659467136479,0.255613136700486,0.00561976568809922,0.00462089971102012,9.988659770791e-4
138,CBM6,CD1,20210714BIO2,0.005558573301645,0.00504215386199907,0.255613136700486,0.0065574392787241,0.0263157110917215,-0.0197582718129974
139,CBM7,CD2,20210714BIO2,0.00383615292494828,0.00420597176997685,0.255613136700486,0.00483501890202738,0.00462089971102012,2.1411919100726e-4
140,CBM34,CD2,20210714BIO2,0.285902485660146,0.0200169720930217,0.255613136700486,0.286901351637225,0.00462089971102012,0.282280451926205
141,CBM29,CD1,20210714BIO2,0.0277164737161328,0.02221957537276,0.255613136700486,0.0287153396932119,0.0263157110917215,0.00239962860149042
142,CBM45,CD1,20210714BIO2,0.0471724645086565,0.0118362482983431,0.255613136700486,0.0481713304857356,0.0263157110917215,0.0218556193940141
143,CBM36,YPAD,20210714BIO2,0.264790379632991,0.0131996622970391,0.255613136700486,0.26578924561007,0.272252223050353,-0.00646297744028296
144,CBM45,YPAD,20210714BIO2,0.272131304935942,0.0153521608568939,0.255613136700486,0.273130170913022,0.272252223050353,8.77947862668926e-4
145,CBM24,CD2,20210714BIO2,0.161361364837502,0.00545203510445771,0.255613136700486,0.162360230814581,0.00462089971102012,0.157739331103561
146,CBM14,CD1,20210714BIO2,0.0155433398152383,0.00304138358747259,0.255613136700486,0.0165422057923174,0.0263157110917215,-0.00977350529940416
147,CBM6,YPAD,20210714BIO2,0.229058782060175,0.0649744342416134,0.255613136700486,0.230057648037254,0.272252223050353,-0.0421945750130988
148,CBM17,CD2,20210714BIO2,0.0126967837632552,0.00478823721615466,0.255613136700486,0.0136956497403343,0.00462089971102012,0.0090747500293142
149,CBM53,CD1,20210714BIO2,0.0646629065551944,0.00622693808557645,0.255613136700486,0.0656617725322735,0.0263157110917215,0.039346061440552
150,CBM11,YPAD,20210714BIO2,0.24416748921222,0.0108314149334151,0.255613136700486,0.245166355189299,0.272252223050353,-0.0270858678610537
151,CBM4,CD2,20210714BIO2,0.0120885216281508,0.0133324303008661,0.255613136700486,0.0130873876052299,0.00462089971102012,0.00846648789420975
152,CBM2,YPAD,20210714BIO2,0.24546291431988,0.0107494617992107,0.255613136700486,0.246461780296959,0.272252223050353,-0.025790442753394
153,CBM3,CD2,20210714BIO2,0.00740504521035135,0.00362357364098516,0.255613136700486,0.00840391118743045,0.00462089971102012,0.00378301147641032
154,CBM22,CD2,20210714BIO2,0.192790167047319,7.32906117268021e-4,0.255613136700486,0.193789033024398,0.00462089971102012,0.189168133313378
155,CBM46,CD2,20210714BIO2,0.022912903489362,0.0176968629606103,0.255613136700486,0.0239117694664411,0.00462089971102012,0.0192908697554209
156,CBM16,YPAD,20210714BIO2,0.246050921758255,0.0143178464025848,0.255613136700486,0.247049787735334,0.272252223050353,-0.0252024353150189
157,CBM21,CD1,20210714BIO2,0.366194667397734,0.00933118063421702,0.255613136700486,0.367193533374814,0.0263157110917215,0.340877822283092
158,CBM20,CD2,20210714BIO2,0.00535042514367608,0.00331576349714361,0.255613136700486,0.00634929112075518,0.00462089971102012,0.00172839140973506
159,CBM3,YPAD,20210714BIO2,0.253527163791646,0.0118774832233511,0.255613136700486,0.254526029768725,0.272252223050353,-0.0177261932816272
160,CBM30,CD2,20210714BIO2,0.0340808266459843,0.0307822421969554,0.255613136700486,0.0350796926230634,0.00462089971102012,0.0304587929120433
161,CBM46,YPAD,20210714BIO2,0.272115837718356,0.0084822536669119809,0.255613136700486,0.273114703695435,0.272252223050353,8.62480645082819e-4
162,CBM54,YPAD,20210714BIO2,0.275833763373796,0.0131500890246009,0.255613136700486,0.276832629350875,0.272252223050353,0.00458040630052231
163,CBM24,ZN2,20210716BIO1,0.0597192981538486,0.00975924880322497,0.257535026835892,0.0587962739955221,0.010592492372119,0.0482037816234031
164,CBM2,ZN2,20210716BIO1,0.0162845157691827,6.01194116614318e-4,0.257535026835892,0.0153614916108561,0.010592492372119,0.00476899923873714
165,CBM3,ZN2,20210716BIO1,0.0137045688242132,2.52794353242025e-4,0.257535026835892,0.0127815446658867,0.010592492372119,0.0021890522937677
166,CBM17,ZN2,20210716BIO1,0.0104581730756929,0.0160966202105503,0.257535026835892,0.00953514891736638,0.010592492372119,-0.00105734345475263
167,CBM53,ZN2,20210716BIO1,0.0036413592918727,0.00211316879980187,0.257535026835892,0.00271833513354619,0.010592492372119,-0.00787415723857282
168,CBM53,ZN1,20210716BIO1,0.101598760815502,0.00978386782497196,0.257535026835892,0.100675736657176,0.0986284789949998,0.00204725766217589
169,CBM3,ZN1,20210716BIO1,0.0755545142015294,9.62242394008262e-4,0.257535026835892,0.0746314900432029,0.0986284789949998,-0.0239969889517969
170,CBM5,ZN2,20210716BIO1,0.006562666865495,0.00291197070144279,0.257535026835892,0.00563964270716849,0.010592492372119,-0.00495284966495052
171,CBM11,ZN2,20210716BIO1,0.00575812270457258,0.00185701447287581,0.257535026835892,0.00483509854624607,0.010592492372119,-0.00575739382587294
172,CBM26,ZN1,20210716BIO1,0.0878123281182012,0.00488721777902107,0.257535026835892,0.0868893039598747,0.0986284789949998,-0.0117391750351251
173,CBM30,ZN1,20210716BIO1,0.097496280782039,0.00199974142727801,0.257535026835892,0.0965732566237125,0.0986284789949998,-0.00205522237128736
174,CBM16,ZN1,20210716BIO1,0.136134527565594,9.71196369625352e-4,0.257535026835892,0.135211503407267,0.0986284789949998,0.0365830244122674
175,CBM13,YPAD,20210716BIO1,0.273853056169591,0.0115329117465503,0.257535026835892,0.272930032011265,0.272252223050353,6.7780896091213e-4
176,CBM14,ZN2,20210716BIO1,0.01039397510653,0.0111399217405927,0.257535026835892,0.00947095094820347,0.010592492372119,-0.00112154142391554
177,CBM29,ZN2,20210716BIO1,0.0435855798860037,0.00107532458161342,0.257535026835892,0.0426625557276772,0.010592492372119,0.0320700633555582
178,CBM13,ZN1,20210716BIO1,0.107856172632907,0.00661422639525101,0.257535026835892,0.10693314847458,0.0986284789949998,0.0083046694795804
179,CBM24,YPAD,20210716BIO1,0.252100453792695,0.0153448651852804,0.257535026835892,0.251177429634369,0.272252223050353,-0.0210747934159841
180,CBM6,YPAD,20210716BIO1,0.229058782060175,0.0649744342416134,0.257535026835892,0.228135757901848,0.272252223050353,-0.0441164651485044
181,CBM21,ZN1,20210716BIO1,0.263166699943085,0.00702736704704871,0.257535026835892,0.262243675784758,0.0986284789949998,0.163615196789758
182,CBM33,YPAD,20210716BIO1,0.269090487480171,0.0143618940308807,0.257535026835892,0.268167463321844,0.272252223050353,-0.00408475972850825
183,CBM20,ZN2,20210716BIO1,0.0451631664788454,0.0132066457371883,0.257535026835892,0.0442401423205189,0.010592492372119,0.0336476499483999
184,CBM1,ZN2,20210716BIO1,0.0111466339713928,4.83945753090982e-4,0.257535026835892,0.0102236098130663,0.010592492372119,-3.6888255905271e-4
185,CBM2,YPAD,20210716BIO1,0.24546291431988,0.0107494617992107,0.257535026835892,0.244539890161553,0.272252223050353,-0.0277123328887996
186,CBM21,YPAD,20210716BIO1,0.328367348749668,0.039837030061137,0.257535026835892,0.327444324591342,0.272252223050353,0.0551921015409889
187,CBM5,ZN1,20210716BIO1,0.091128549400965,0.00754865817528009,0.257535026835892,0.0902055252426385,0.0986284789949998,-0.0084229537523613
188,CBM26,YPAD,20210716BIO1,0.243076022494816,0.0638908659059605,0.257535026835892,0.24215299833649,0.272252223050353,-0.0300992247138628
189,CBM44h,YPAD,20210716BIO1,0.270874136969389,0.0155180360163648,0.257535026835892,0.269951112811062,0.272252223050353,-0.00230111023929064
190,CBM16,ZN2,20210716BIO1,0.0400622963932692,0.00262493335443728,0.257535026835892,0.0391392722349426,0.010592492372119,0.0285467798628236
191,CBM5,YPAD,20210716BIO1,0.163573201566617,0.0609966993893154,0.257535026835892,0.16265017740829,0.272252223050353,-0.109602045642062
192,CBM36,YPAD,20210716BIO1,0.264790379632991,0.0131996622970391,0.257535026835892,0.263867355474664,0.272252223050353,-0.00838486757568857
193,CBM25,ZN2,20210716BIO1,0.00732856559881867,0.00360450945111064,0.257535026835892,0.00640554144049216,0.010592492372119,-0.00418695093162685
194,CBM54,ZN1,20210716BIO1,0.0944942002885825,0.00360096325721782,0.257535026835892,0.093571176130256,0.0986284789949998,-0.0050573028647438
195,CBM54,ZN2,20210716BIO1,0.0120374941089037,0.0100869905224672,0.257535026835892,0.0111144699505772,0.010592492372119,5.21977578458194e-4
196,CBM49,ZN1,20210716BIO1,0.0661567834866113,0.00170888321666866,0.257535026835892,0.0652337593282848,0.0986284789949998,-0.033394719666715
197,CBM16,YPAD,20210716BIO1,0.246050921758255,0.0143178464025848,0.257535026835892,0.245127897599928,0.272252223050353,-0.0271243254504245
198,CBM33,ZN1,20210716BIO1,0.111492335465776,0.00324832448932419,0.257535026835892,0.110569311307449,0.0986284789949998,0.0119408323124493
199,CBM45,ZN2,20210716BIO1,0.00226976086444471,0.00174902294369192,0.257535026835892,0.0013467367061182,0.010592492372119,-0.00924575566600081
200,CBM17,YPAD,20210716BIO1,0.186369464086344,0.0386827343921786,0.257535026835892,0.185446439928018,0.272252223050353,-0.0868057831223347
201,CBM51,ZN1,20210716BIO1,0.10430975913948,0.00234117060990913,0.257535026835892,0.103386734981153,0.0986284789949998,0.0047582559861533
202,CBM36,ZN1,20210716BIO1,0.117825935949667,0.0217060004063662,0.257535026835892,0.11690291179134,0.0986284789949998,0.0182744327963406
203,CBM37,ZN1,20210716BIO1,0.00942937407784801,0.00337384285722768,0.257535026835892,0.0085063499195215,0.0986284789949998,-0.0901221290754783
204,CBM47,ZN2,20210716BIO1,0.00804974078505438,0.00320314820829739,0.257535026835892,0.00712671662672787,0.010592492372119,-0.00346577574539114
205,CBM7,ZN1,20210716BIO1,0.0406280257843801,0.0221084325261138,0.257535026835892,0.0397050016260536,0.0986284789949998,-0.0589234773689462
206,CBM2,ZN1,20210716BIO1,0.0782708943547483,9.35696134357723e-4,0.257535026835892,0.0773478701964218,0.0986284789949998,-0.021280608798578
207,CBM20,ZN1,20210716BIO1,0.0997683485557769,0.00152916951690152,0.257535026835892,0.0988453243974504,0.0986284789949998,2.1684540245058e-4
208,CBM18,ZN1,20210716BIO1,0.0744943602729956,0.00815536427196044,0.257535026835892,0.0735713361146691,0.0986284789949998,-0.0250571428803307
209,CBM24,ZN1,20210716BIO1,0.160311909810917,0.0054874089143201,0.257535026835892,0.159388885652591,0.0986284789949998,0.060760406657591
210,CBM46,ZN2,20210716BIO1,0.0181594214332392,0.0114340844330198,0.257535026835892,0.0172363972749127,0.010592492372119,0.00664390490279371
211,CBM4,ZN2,20210716BIO1,0.00590366610782785,7.409583872047e-4,0.257535026835892,0.00498064194950134,0.010592492372119,-0.00561185042261767
212,CBM37,ZN2,20210716BIO1,0.00622113501454654,0.00537880401592469,0.257535026835892,0.00529811085622002,0.010592492372119,-0.00529438151589899
213,CBM21,ZN2,20210716BIO1,0.213364534512594,0.00131102148316769,0.257535026835892,0.212441510354268,0.010592492372119,0.201849017982149
214,CBM11,ZN1,20210716BIO1,0.0785825046080898,0.00305883157539234,0.257535026835892,0.0776594804497632,0.0986284789949998,-0.0209689985452366
