X1,strain,conc,day,Mean,SD,avg_ypad_day,batch,r_anc,rel_fit
215,CBM44h,ZN1,20210716BIO1,0.112527729445588,0.0016903013929119,0.257535026835892,0.111604705287262,0.0986284789949998,0.0129762262922621
216,CBM45,ZN1,20210716BIO1,0.00976858215058958,0.00136974700220657,0.257535026835892,0.00884555799226307,0.0986284789949998,-0.0897829210027367
217,CBM55,ZN1,20210716BIO1,0.0928864587644111,0.0164772046933663,0.257535026835892,0.0919634346060846,0.0986284789949998,-0.00666504438891526
218,CBM18,ZN2,20210716BIO1,0.00775981281453397,0.00272953579311055,0.257535026835892,0.00683678865620746,0.010592492372119,-0.00375570371591155
219,CBM22,ZN2,20210716BIO1,0.0721134787153484,0.005137287832695,0.257535026835892,0.0711904545570219,0.010592492372119,0.0605979621849029
220,CBM3,YPAD,20210716BIO1,0.253527163791646,0.0118774832233511,0.257535026835892,0.25260413963332,0.272252223050353,-0.0196480834170328
221,CBM34,ZN1,20210716BIO1,0.070637116831677,0.0244933055886675,0.257535026835892,0.0697140926733505,0.0986284789949998,-0.0289143863216493
222,CBM1,YPAD,20210716BIO1,0.267732873918918,0.00950056622712701,0.257535026835892,0.266809849760592,0.272252223050353,-0.00544237328976105
223,CBM33,ZN2,20210716BIO1,0.00706405989259196,0.00395148649355638,0.257535026835892,0.00614103573426544,0.010592492372119,-0.00445145663785357
224,CBM4,ZN1,20210716BIO1,0.101875895099542,0.00656156858368388,0.257535026835892,0.100952870941216,0.0986284789949998,0.00232439194621571
225,CBM55,ZN2,20210716BIO1,0.00758397985893093,8.79477819962114e-4,0.257535026835892,0.00666095570060441,0.010592492372119,-0.0039315366715146
226,CBM36,ZN2,20210716BIO1,0.00425935042791536,0.00241068487418917,0.257535026835892,0.00333632626958885,0.010592492372119,-0.00725616610253016
227,CBM7,ZN2,20210716BIO1,0.00256942268942832,0.00177448493602108,0.257535026835892,0.0016463985311018,0.010592492372119,-0.00894609384101721
228,CBM47,YPAD,20210716BIO1,0.263686382353285,0.0211664667142511,0.257535026835892,0.262763358194958,0.272252223050353,-0.00948886485539413
229,CBM11,YPAD,20210716BIO1,0.24416748921222,0.0108314149334151,0.257535026835892,0.243244465053893,0.272252223050353,-0.0290077579964593
230,CBM13,ZN2,20210716BIO1,0.00429309898001643,0.00355830633879826,0.257535026835892,0.00337007482168992,0.010592492372119,-0.00722241755042909
231,CBM49,YPAD,20210716BIO1,0.252198835719903,0.0152430289547423,0.257535026835892,0.251275811561577,0.272252223050353,-0.020976411488776
232,CBM51,YPAD,20210716BIO1,0.271741437034884,0.0105315910542687,0.257535026835892,0.270818412876558,0.272252223050353,-0.00143381017379474
233,CBM6,ZN1,20210716BIO1,0.0760550706561484,0.0046714815555518,0.257535026835892,0.0751320464978219,0.0986284789949998,-0.0234964324971779
234,CBM53,YPAD,20210716BIO1,0.267960084404265,0.014076694183164,0.257535026835892,0.267037060245938,0.272252223050353,-0.0052151628044142
235,CBM44h,ZN2,20210716BIO1,0.00334997238467712,0.00213607427566527,0.257535026835892,0.00242694822635061,0.010592492372119,-0.0081655441457684
236,CBM14,ZN1,20210716BIO1,0.115353617846647,0.00414651915124243,0.257535026835892,0.114430593688321,0.0986284789949998,0.0158021146933211
237,CBM29,YPAD,20210716BIO1,0.214845748502945,0.0148027241667593,0.257535026835892,0.213922724344619,0.272252223050353,-0.0583294987057338
238,CBM1,ZN1,20210716BIO1,0.0983303553766153,0.00360022879210167,0.257535026835892,0.0974073312182888,0.0986284789949998,-0.00122114777671099
239,CBM17,ZN1,20210716BIO1,0.091665128206427,0.00231025467979841,0.257535026835892,0.0907421040481005,0.0986284789949998,-0.00788637494689935
240,CBM6,ZN2,20210716BIO1,0.01060671122044,0.00897941954476053,0.257535026835892,0.00968368706211348,0.010592492372119,-9.08805310005534e-4
241,CBM18,YPAD,20210716BIO1,0.266666105025856,0.0142319399211209,0.257535026835892,0.265743080867529,0.272252223050353,-0.00650914218282334
242,CBM45,YPAD,20210716BIO1,0.272131304935942,0.0153521608568939,0.257535026835892,0.271208280777616,0.272252223050353,-0.00104394227273669
243,CBM30,ZN2,20210716BIO1,0.0245273876597896,0.0143710351407628,0.257535026835892,0.0236043635014631,0.010592492372119,0.013011871129344
244,CBM34,ZN2,20210716BIO1,0.0178858101070508,0.0128461246683681,0.257535026835892,0.0169627859487243,0.010592492372119,0.00637029357660525
245,CBM46,ZN1,20210716BIO1,0.103842642246166,0.00201035115086663,0.257535026835892,0.102919618087839,0.0986284789949998,0.00429113909283946
246,CBM25,YPAD,20210716BIO1,0.272254823112582,0.0116633565832313,0.257535026835892,0.271331798954255,0.272252223050353,-9.2042409609755e-4
247,CBM30,YPAD,20210716BIO1,0.256392238515146,0.013411931819669,0.257535026835892,0.25546921435682,0.272252223050353,-0.0167830086935329
248,CBM29,ZN1,20210716BIO1,0.135592516982882,0.00245661004860226,0.257535026835892,0.134669492824555,0.0986284789949998,0.0360410138295553
249,CBM25,ZN1,20210716BIO1,0.0961051760885641,0.0123193130189661,0.257535026835892,0.0951821519302376,0.0986284789949998,-0.00344632706476221
250,CBM14,YPAD,20210716BIO1,0.2669961084326,0.016689065589814,0.257535026835892,0.266073084274273,0.272252223050353,-0.00617913877607945
251,CBM51,ZN2,20210716BIO1,0.00685069000046686,0.00144555978232454,0.257535026835892,0.00592766584214035,0.010592492372119,-0.00466482652997866
252,OLY008,YPAD,20210716BIO1,0.272252223050353,0.0155795558733666,0.257535026835892,0.271329198892026,0.272252223050353,-9.23024158326513e-4
253,CBM46,YPAD,20210716BIO1,0.272115837718356,0.0084822536669119809,0.257535026835892,0.27119281356003,0.272252223050353,-0.00105940949032279
254,CBM4,YPAD,20210716BIO1,0.268341123378051,0.0127464396947102,0.257535026835892,0.267418099219725,0.272252223050353,-0.00483412383062798
255,CBM34,YPAD,20210716BIO1,0.284893301060899,0.011290311196893,0.257535026835892,0.283970276902572,0.272252223050353,0.0117180538522196
256,CBM37,YPAD,20210716BIO1,0.272362559606514,0.0170410883790993,0.257535026835892,0.271439535448188,0.272252223050353,-8.12687602165019e-4
257,CBM47,ZN1,20210716BIO1,0.102840731190194,0.0106912338343696,0.257535026835892,0.101917707031867,0.0986284789949998,0.00328922803686758
258,OLY008,ZN2,20210716BIO1,0.010592492372119,0.00558240446691547,0.257535026835892,0.0096694682137925,0.010592492372119,-9.23024158326513e-4
259,CBM26,ZN2,20210716BIO1,0.00870524109834273,0.0027005823833048,0.257535026835892,0.00778221694001622,0.010592492372119,-0.00281027543210279
260,OLY008,ZN1,20210716BIO1,0.0986284789949998,0.015633803059448,0.257535026835892,0.0977054548366733,0.0986284789949998,-9.23024158326513e-4
261,CBM55,YPAD,20210716BIO1,0.270653023057684,0.0127263412739724,0.257535026835892,0.269729998899358,0.272252223050353,-0.00252222415099473
262,CBM22,ZN1,20210716BIO1,0.173214497958818,0.00777778635808949,0.257535026835892,0.172291473800491,0.0986284789949998,0.0736629948054916
263,CBM55,ZN2,20210716BIO2,0.00758397985893093,8.79477819962114e-4,0.249947777550101,0.014248204986395,0.010592492372119,0.00365571261427598
264,CBM45,ZN2,20210716BIO2,0.00226976086444471,0.00174902294369192,0.249947777550101,0.00893398599190877,0.010592492372119,-0.00165850638021024
265,CBM17,ZN1,20210716BIO2,0.091665128206427,0.00231025467979841,0.249947777550101,0.098329353333891,0.0986284789949998,-2.99125661108776e-4
266,CBM22,ZN1,20210716BIO2,0.173214497958818,0.00777778635808949,0.249947777550101,0.179878723086282,0.0986284789949998,0.0812502440912822
267,CBM21,ZN2,20210716BIO2,0.213364534512594,0.00131102148316769,0.249947777550101,0.220028759640059,0.010592492372119,0.20943626726794
268,CBM30,ZN2,20210716BIO2,0.0245273876597896,0.0143710351407628,0.249947777550101,0.0311916127872536,0.010592492372119,0.0205991204151346
269,CBM22,ZN2,20210716BIO2,0.0721134787153484,0.005137287832695,0.249947777550101,0.0787777038428125,0.010592492372119,0.0681852114706935
270,CBM11,YPAD,20210716BIO2,0.24416748921222,0.0108314149334151,0.249947777550101,0.250831714339684,0.272252223050353,-0.0214205087106688
271,CBM14,YPAD,20210716BIO2,0.2669961084326,0.016689065589814,0.249947777550101,0.273660333560064,0.272252223050353,0.00140811050971112
272,CBM26,ZN1,20210716BIO2,0.0878123281182012,0.00488721777902107,0.249947777550101,0.0944765532456653,0.0986284789949998,-0.00415192574933455
273,CBM18,ZN2,20210716BIO2,0.00775981281453397,0.00272953579311055,0.249947777550101,0.014424037941998,0.010592492372119,0.00383154556987902
274,CBM44h,ZN2,20210716BIO2,0.00334997238467712,0.00213607427566527,0.249947777550101,0.0100141975121412,0.010592492372119,-5.78294859977827e-4
275,CBM36,ZN2,20210716BIO2,0.00425935042791536,0.00241068487418917,0.249947777550101,0.0109235755553794,0.010592492372119,3.31083183260417e-4
276,CBM54,YPAD,20210716BIO2,0.275833763373796,0.0131500890246009,0.249947777550101,0.28249798850126,0.272252223050353,0.0102457654509073
277,CBM25,ZN1,20210716BIO2,0.0961051760885641,0.0123193130189661,0.249947777550101,0.102769401216028,0.0986284789949998,0.00414092222102837
278,CBM55,ZN1,20210716BIO2,0.0928864587644111,0.0164772046933663,0.249947777550101,0.0995506838918751,0.0986284789949998,9.2220489687532e-4
279,CBM51,ZN2,20210716BIO2,0.00685069000046686,0.00144555978232454,0.249947777550101,0.0135149151279309,0.010592492372119,0.00292242275581191
280,CBM47,ZN2,20210716BIO2,0.00804974078505438,0.00320314820829739,0.249947777550101,0.0147139659125184,0.010592492372119,0.00412147354039943
281,CBM20,YPAD,20210716BIO2,0.272821448368028,0.0108985034057265,0.249947777550101,0.279485673495492,0.272252223050353,0.00723345044513912
282,CBM49,ZN2,20210716BIO2,0.00571814051294102,0.00186234883788029,0.249947777550101,0.0123823656404051,0.010592492372119,0.00178987326828607
283,CBM2,ZN1,20210716BIO2,0.0782708943547483,9.35696134357723e-4,0.249947777550101,0.0849351194822124,0.0986284789949998,-0.0136933595127874
284,CBM13,ZN1,20210716BIO2,0.107856172632907,0.00661422639525101,0.249947777550101,0.114520397760371,0.0986284789949998,0.015891918765371
285,CBM4,ZN1,20210716BIO2,0.101875895099542,0.00656156858368388,0.249947777550101,0.108540120227006,0.0986284789949998,0.00991164123200629
286,CBM2,YPAD,20210716BIO2,0.24546291431988,0.0107494617992107,0.249947777550101,0.252127139447344,0.272252223050353,-0.020125083603009
287,CBM53,ZN2,20210716BIO2,0.0036413592918727,0.00211316879980187,0.249947777550101,0.0103055844193368,0.010592492372119,-2.86907952782245e-4
288,OLY008,ZN1,20210716BIO2,0.0986284789949998,0.015633803059448,0.249947777550101,0.105292704122464,0.0986284789949998,0.00666422512746406
289,CBM24,YPAD,20210716BIO2,0.252100453792695,0.0153448651852804,0.249947777550101,0.258764678920159,0.272252223050353,-0.0134875441301935
290,CBM29,ZN1,20210716BIO2,0.135592516982882,0.00245661004860226,0.249947777550101,0.142256742110346,0.0986284789949998,0.0436282631153459
291,CBM7,YPAD,20210716BIO2,0.224395450606247,0.0157253979387701,0.249947777550101,0.231059675733711,0.272252223050353,-0.0411925473166416
292,CBM24,ZN2,20210716BIO2,0.0597192981538486,0.00975924880322497,0.249947777550101,0.0663835232813126,0.010592492372119,0.0557910309091936
293,CBM22,YPAD,20210716BIO2,0.229061124081196,0.0118802527486138,0.249947777550101,0.23572534920866,0.272252223050353,-0.0365268738416922
294,CBM14,ZN1,20210716BIO2,0.115353617846647,0.00414651915124243,0.249947777550101,0.122017842974111,0.0986284789949998,0.0233893639791117
295,CBM29,ZN2,20210716BIO2,0.0435855798860037,0.00107532458161342,0.249947777550101,0.0502498050134678,0.010592492372119,0.0396573126413488
296,CBM5,ZN2,20210716BIO2,0.006562666865495,0.00291197070144279,0.249947777550101,0.0132268919929591,0.010592492372119,0.00263439962084006
297,CBM11,ZN2,20210716BIO2,0.00575812270457258,0.00185701447287581,0.249947777550101,0.0124223478320366,0.010592492372119,0.00182985545991763
298,CBM6,ZN1,20210716BIO2,0.0760550706561484,0.0046714815555518,0.249947777550101,0.0827192957836125,0.0986284789949998,-0.0159091832113873
299,CBM37,ZN2,20210716BIO2,0.00622113501454654,0.00537880401592469,0.249947777550101,0.0128853601420106,0.010592492372119,0.00229286776989159
300,CBM46,ZN1,20210716BIO2,0.103842642246166,0.00201035115086663,0.249947777550101,0.11050686737363,0.0986284789949998,0.01187838837863
301,CBM46,ZN2,20210716BIO2,0.0181594214332392,0.0114340844330198,0.249947777550101,0.0248236465607033,0.010592492372119,0.0142311541885843
302,CBM54,ZN1,20210716BIO2,0.0944942002885825,0.00360096325721782,0.249947777550101,0.101158425416047,0.0986284789949998,0.00252994642104677
303,OLY008,ZN2,20210716BIO2,0.010592492372119,0.00558240446691547,0.249947777550101,0.0172567174995831,0.010592492372119,0.00666422512746406
304,CBM46,YPAD,20210716BIO2,0.272115837718356,0.0084822536669119809,0.249947777550101,0.27878006284582,0.272252223050353,0.00652783979546778
305,CBM5,YPAD,20210716BIO2,0.163573201566617,0.0609966993893154,0.249947777550101,0.170237426694081,0.272252223050353,-0.102014796356272
306,CBM3,YPAD,20210716BIO2,0.253527163791646,0.0118774832233511,0.249947777550101,0.26019138891911,0.272252223050353,-0.0120608341312423
307,CBM37,ZN1,20210716BIO2,0.00942937407784801,0.00337384285722768,0.249947777550101,0.0160935992053121,0.0986284789949998,-0.0825348797896877
308,CBM24,ZN1,20210716BIO2,0.160311909810917,0.0054874089143201,0.249947777550101,0.166976134938381,0.0986284789949998,0.0683476559433816
309,CBM33,ZN2,20210716BIO2,0.00706405989259196,0.00395148649355638,0.249947777550101,0.013728285020056,0.010592492372119,0.00313579264793701
310,CBM51,ZN1,20210716BIO2,0.10430975913948,0.00234117060990913,0.249947777550101,0.110973984266944,0.0986284789949998,0.0123455052719439
311,CBM7,ZN2,20210716BIO2,0.00256942268942832,0.00177448493602108,0.249947777550101,0.00923364781689238,0.010592492372119,-0.00135884455522663
312,CBM34,ZN2,20210716BIO2,0.0178858101070508,0.0128461246683681,0.249947777550101,0.0245500352345148,0.010592492372119,0.0139575428623958
313,CBM21,ZN1,20210716BIO2,0.263166699943085,0.00702736704704871,0.249947777550101,0.269830925070549,0.0986284789949998,0.171202446075549
314,CBM36,ZN1,20210716BIO2,0.117825935949667,0.0217060004063662,0.249947777550101,0.124490161077131,0.0986284789949998,0.0258616820821312
315,CBM6,YPAD,20210716BIO2,0.229058782060175,0.0649744342416134,0.249947777550101,0.235723007187639,0.272252223050353,-0.0365292158627138
316,CBM4,ZN2,20210716BIO2,0.00590366610782785,7.409583872047e-4,0.249947777550101,0.0125678912352919,0.010592492372119,0.0019753988631729
317,CBM6,ZN2,20210716BIO2,0.01060671122044,0.00897941954476053,0.249947777550101,0.0172709363479041,0.010592492372119,0.00667844397578504
318,CBM30,YPAD,20210716BIO2,0.256392238515146,0.013411931819669,0.249947777550101,0.26305646364261,0.272252223050353,-0.00919575940774231
319,CBM7,ZN1,20210716BIO2,0.0406280257843801,0.0221084325261138,0.249947777550101,0.0472922509118442,0.0986284789949998,-0.0513362280831556
320,CBM47,ZN1,20210716BIO2,0.102840731190194,0.0106912338343696,0.249947777550101,0.109504956317658,0.0986284789949998,0.0108764773226582
321,CBM45,YPAD,20210716BIO2,0.272131304935942,0.0153521608568939,0.249947777550101,0.278795530063407,0.272252223050353,0.00654330701305389
322,CBM45,ZN1,20210716BIO2,0.00976858215058958,0.00136974700220657,0.249947777550101,0.0164328072780536,0.0986284789949998,-0.0821956717169462
323,CBM44h,YPAD,20210716BIO2,0.270874136969389,0.0155180360163648,0.249947777550101,0.277538362096853,0.272252223050353,0.00528613904649994
324,CBM55,YPAD,20210716BIO2,0.270653023057684,0.0127263412739724,0.249947777550101,0.277317248185148,0.272252223050353,0.00506502513479584
325,CBM30,NI2,20210719BIO1,0.0144095583798354,0.00788802309703011,0.260222770229833,0.0107987908275675,0.0133080333308833,-0.00250924250331575
326,CBM54,YPAD,20210719BIO1,0.275833763373796,0.0131500890246009,0.260222770229833,0.272222995821528,0.272252223050353,-2.92272288246465e-5
327,CBM26,YPAD,20210719BIO1,0.243076022494816,0.0638908659059605,0.260222770229833,0.239465254942548,0.272252223050353,-0.0327869681078042
328,CBM45,YPAD,20210719BIO1,0.272131304935942,0.0153521608568939,0.260222770229833,0.268520537383675,0.272252223050353,-0.00373168566667803
329,CBM36,NI2,20210719BIO1,0.0167946795729771,0.00293580003917772,0.260222770229833,0.0131839120207093,0.0133080333308833,-1.24121310173995e-4
330,CBM29,YPAD,20210719BIO1,0.214845748502945,0.0148027241667593,0.260222770229833,0.211234980950677,0.272252223050353,-0.0610172420996752
331,CBM45,NI1,20210719BIO1,0.0627507214949012,0.0153873671914564,0.260222770229833,0.0591399539426333,0.0310561845869491,0.0280837693556842
332,CBM3,NI2,20210719BIO1,0.0166953131541803,0.0077335549399896,0.260222770229833,0.0130845456019124,0.0133080333308833,-2.2348772897085e-4
333,OLY008,NI1,20210719BIO1,0.0310561845869491,0.00810059940955079,0.260222770229833,0.0274454170346812,0.0310561845869491,-0.00361076755226786
334,CBM2,NI1,20210719BIO1,0.0197698325044016,0.00325382727787919,0.260222770229833,0.0161590649521337,0.0310561845869491,-0.0148971196348154
335,CBM55,NI1,20210719BIO1,0.0271531088761693,0.00462353009556252,0.260222770229833,0.0235423413239015,0.0310561845869491,-0.00751384326304764
336,CBM18,YPAD,20210719BIO1,0.266666105025856,0.0142319399211209,0.260222770229833,0.263055337473588,0.272252223050353,-0.00919688557676468
337,CBM36,NI1,20210719BIO1,0.142122836827944,0.124903471569009,0.260222770229833,0.138512069275676,0.0310561845869491,0.107455884688727
338,CBM3,NI1,20210719BIO1,0.0357440731605744,0.0125399333915499,0.260222770229833,0.0321333056083066,0.0310561845869491,0.00107712102135745
339,CBM3,YPAD,20210719BIO1,0.253527163791646,0.0118774832233511,0.260222770229833,0.249916396239378,0.272252223050353,-0.0223358268109742
340,CBM30,YPAD,20210719BIO1,0.256392238515146,0.013411931819669,0.260222770229833,0.252781470962878,0.272252223050353,-0.0194707520874742
341,CBM17,NI2,20210719BIO1,0.00302923064410265,0.00173945496626166,0.260222770229833,-5.81536908165203e-4,0.0133080333308833,-0.0138895702390485
342,CBM47,YPAD,20210719BIO1,0.263686382353285,0.0211664667142511,0.260222770229833,0.260075614801017,0.272252223050353,-0.0121766082493355
343,CBM16,YPAD,20210719BIO1,0.246050921758255,0.0143178464025848,0.260222770229833,0.242440154205987,0.272252223050353,-0.0298120688443658
344,OLY008,YPAD,20210719BIO1,0.272252223050353,0.0155795558733666,0.260222770229833,0.268641455498085,0.272252223050353,-0.00361076755226786
345,CBM7,NI1,20210719BIO1,0.00821778229909143,0.00991482199920778,0.260222770229833,0.00460701474682357,0.0310561845869491,-0.0264491698401255
346,CBM21,NI2,20210719BIO1,0.369818290181974,0.00780259660356082,0.260222770229833,0.366207522629706,0.0133080333308833,0.352899489298823
347,CBM4,NI2,20210719BIO1,0.122625657091498,0.205053515083218,0.260222770229833,0.11901488953923,0.0133080333308833,0.105706856208347
348,CBM2,NI2,20210719BIO1,0.129018867469262,0.20709771133241,0.260222770229833,0.125408099916994,0.0133080333308833,0.112100066586111
349,CBM5,NI1,20210719BIO1,0.135332945300215,0.16192516765954,0.260222770229833,0.131722177747947,0.0310561845869491,0.100665993160998
350,CBM53,YPAD,20210719BIO1,0.267960084404265,0.014076694183164,0.260222770229833,0.264349316851997,0.272252223050353,-0.00790290619835554
351,CBM16,NI1,20210719BIO1,0.052648533251561,0.032886437526393,0.260222770229833,0.0490377656992931,0.0310561845869491,0.017981581112344
352,CBM33,NI1,20210719BIO1,0.0533647727600043,0.00288768515483724,0.260222770229833,0.0497540052077365,0.0310561845869491,0.0186978206207874
353,CBM30,NI1,20210719BIO1,0.0667437230021199,0.0456993854617612,0.260222770229833,0.063132955449852,0.0310561845869491,0.0320767708629029
354,CBM26,NI1,20210719BIO1,0.16839211196736,0.16303403952457,0.260222770229833,0.164781344415092,0.0310561845869491,0.133725159828143
355,CBM54,NI1,20210719BIO1,0.0357085423415467,0.0247970115278277,0.260222770229833,0.0320977747892788,0.0310561845869491,0.00104159020232974
356,CBM18,NI2,20210719BIO1,0.0181651329163775,0.00166159159059626,0.260222770229833,0.0145543653641097,0.0133080333308833,0.0012463320332264
357,CBM11,NI1,20210719BIO1,0.0906873147271669,0.00482695714087459,0.260222770229833,0.0870765471748991,0.0310561845869491,0.05602036258795
358,CBM22,NI2,20210719BIO1,0.00884526466515823,0.00275147159276408,0.260222770229833,0.00523449711289037,0.0133080333308833,-0.00807353621799289
359,CBM29,NI2,20210719BIO1,0.00638484656256821,0.0036663486198875,0.260222770229833,0.00277407901030036,0.0133080333308833,-0.0105339543205829
360,CBM11,NI2,20210719BIO1,0.0204548674849943,0.00172283523367063,0.260222770229833,0.0168440999327265,0.0133080333308833,0.00353606660184321
361,CBM6,NI1,20210719BIO1,0.00555151474420275,0.00266564333000762,0.260222770229833,0.0019407471919349,0.0310561845869491,-0.0291154373950142
362,CBM51,NI2,20210719BIO1,0.0103668051698591,0.00218460784044927,0.260222770229833,0.00675603761759125,0.0133080333308833,-0.00655199571329201
363,CBM4,NI1,20210719BIO1,0.0673216888051146,0.0421060713074615,0.260222770229833,0.0637109212528467,0.0310561845869491,0.0326547366658976
364,CBM44h,NI2,20210719BIO1,0.0219629392191519,0.00380845294047945,0.260222770229833,0.018352171666884,0.0133080333308833,0.00504413833600078
365,CBM13,NI2,20210719BIO1,0.0171899397013083,0.0022618993101835,0.260222770229833,0.0135791721490404,0.0133080333308833,2.71138818157175e-4
366,CBM34,NI2,20210719BIO1,0.0118776796102319,0.00212781943005955,0.260222770229833,0.00826691205796407,0.0133080333308833,-0.00504112127291919
367,CBM44h,YPAD,20210719BIO1,0.270874136969389,0.0155180360163648,0.260222770229833,0.267263369417121,0.272252223050353,-0.00498885363323198
368,OLY008,NI2,20210719BIO1,0.0133080333308833,0.00490942740415389,0.260222770229833,0.0096972657786154,0.0133080333308833,-0.00361076755226786
369,CBM37,NI1,20210719BIO1,0.0589510696831959,0.00955733885949353,0.260222770229833,0.0553403021309281,0.0310561845869491,0.024284117543979
370,CBM47,NI2,20210719BIO1,0.00793878064767976,0.00154054706568695,0.260222770229833,0.0043280130954119,0.0133080333308833,-0.00898002023547136
371,CBM29,NI1,20210719BIO1,0.0145865563035604,0.00679635081273717,0.260222770229833,0.0109757887512925,0.0310561845869491,-0.0200803958356566
372,CBM7,NI2,20210719BIO1,0.0141571410853617,0.00833794838297919,0.260222770229833,0.0105463735330939,0.0133080333308833,-0.00276165979778938
373,CBM33,YPAD,20210719BIO1,0.269090487480171,0.0143618940308807,0.260222770229833,0.265479719927903,0.272252223050353,-0.00677250312244959
374,CBM1,NI1,20210719BIO1,0.062544509251324,0.0134397619427251,0.260222770229833,0.0589337416990561,0.0310561845869491,0.027877557112107
375,CBM34,YPAD,20210719BIO1,0.284893301060899,0.011290311196893,0.260222770229833,0.281282533508631,0.272252223050353,0.00903031045827829
376,CBM13,NI1,20210719BIO1,0.061423315298829,0.00412589677469613,0.260222770229833,0.057812547746561103,0.0310561845869491,0.026756363159612
377,CBM46,YPAD,20210719BIO1,0.272115837718356,0.0084822536669119809,0.260222770229833,0.268505070166088,0.272252223050353,-0.00374715288426414
378,CBM1,NI2,20210719BIO1,0.0156271042032567,0.00820448548184056,0.260222770229833,0.0120163366509888,0.0133080333308833,-0.00129169667989445
379,CBM6,YPAD,20210719BIO1,0.229058782060175,0.0649744342416134,0.260222770229833,0.225448014507907,0.272252223050353,-0.0468042085424457
380,CBM14,NI1,20210719BIO1,0.0643561744747186,0.0257799413888168,0.260222770229833,0.0607454069224507,0.0310561845869491,0.0296892223355016
381,CBM25,NI2,20210719BIO1,0.0176130842244326,0.00387501189370825,0.260222770229833,0.0140023166721648,0.0133080333308833,6.94283341281521e-4
382,CBM37,YPAD,20210719BIO1,0.272362559606514,0.0170410883790993,0.260222770229833,0.268751792054246,0.272252223050353,-0.00350043099610636
383,CBM21,NI1,20210719BIO1,0.338308166375478,0.0147861139728109,0.260222770229833,0.33469739882321,0.0310561845869491,0.303641214236261
384,CBM13,YPAD,20210719BIO1,0.273853056169591,0.0115329117465503,0.260222770229833,0.270242288617323,0.272252223050353,-0.00200993443302921
385,CBM55,NI2,20210719BIO1,0.0126246130068471,0.00311732660951562,0.260222770229833,0.00901384545457925,0.0133080333308833,-0.00429418787630402
386,CBM55,YPAD,20210719BIO1,0.270653023057684,0.0127263412739724,0.260222770229833,0.267042255505417,0.272252223050353,-0.00520996754493608
387,CBM6,NI2,20210719BIO1,0.00443374740995613,0.00208304597406203,0.260222770229833,8.22979857688273e-4,0.0133080333308833,-0.012485053473195
388,CBM1,YPAD,20210719BIO1,0.267732873918918,0.00950056622712701,0.260222770229833,0.26412210636665,0.272252223050353,-0.00813011668370239
389,CBM54,NI2,20210719BIO1,0.0145774907478469,0.0078026892811398,0.260222770229833,0.010966723195579,0.0133080333308833,-0.00234131013530425
390,CBM49,NI2,20210719BIO1,0.0146489007664859,0.0017707260988519,0.260222770229833,0.0110381332142181,0.0133080333308833,-0.00226990011666521
391,CBM22,NI1,20210719BIO1,0.123074954364496,0.100246861353646,0.260222770229833,0.119464186812228,0.0310561845869491,0.0884080022252787
392,CBM33,NI2,20210719BIO1,0.149554544942587,0.235434941328037,0.260222770229833,0.145943777390319,0.0133080333308833,0.132635744059436
393,CBM25,YPAD,20210719BIO1,0.272254823112582,0.0116633565832313,0.260222770229833,0.268644055560314,0.272252223050353,-0.00360816749003889
394,CBM14,NI2,20210719BIO1,0.0142228505158511,0.00502541060140545,0.260222770229833,0.0106120829635833,0.0133080333308833,-0.00269595036730001
395,CBM5,NI2,20210719BIO1,0.00626039268573445,0.00182799705303079,0.260222770229833,0.0026496251334666,0.0133080333308833,-0.0106584081974167
396,CBM46,NI1,20210719BIO1,0.0673322846515371,0.0134394923604102,0.260222770229833,0.0637215170992692,0.0310561845869491,0.0326653325123201
397,CBM24,NI2,20210719BIO1,0.014317353236315,0.00427889467616663,0.260222770229833,0.0107065856840471,0.0133080333308833,-0.00260144764683612
398,CBM24,NI1,20210719BIO1,0.0413989952985361,0.0131897493616222,0.260222770229833,0.0377882277462682,0.0310561845869491,0.00673204315931912
399,CBM20,YPAD,20210719BIO1,0.272821448368028,0.0108985034057265,0.260222770229833,0.26921068081576,0.272252223050353,-0.0030415422345928
400,CBM44h,NI1,20210719BIO1,0.0594676322240861,0.00129373202497151,0.260222770229833,0.0558568646718183,0.0310561845869491,0.0248006800848692
401,CBM53,NI1,20210719BIO1,0.0534974203399615,0.0183302712727844,0.260222770229833,0.0498866527876936,0.0310561845869491,0.0188304682007445
402,CBM20,NI1,20210719BIO1,0.101662177442082,0.0736526855328708,0.260222770229833,0.098051409889814,0.0310561845869491,0.0669952253028649
403,CBM24,YPAD,20210719BIO1,0.252100453792695,0.0153448651852804,0.260222770229833,0.248489686240427,0.272252223050353,-0.0237625368099255
404,CBM45,NI2,20210719BIO1,0.0168272248542619,0.00144467191993994,0.260222770229833,0.013216457301994,0.0133080333308833,-9.15760288892446e-5
405,CBM11,YPAD,20210719BIO1,0.24416748921222,0.0108314149334151,0.260222770229833,0.240556721659952,0.272252223050353,-0.0316955013904007
406,CBM14,YPAD,20210719BIO1,0.2669961084326,0.016689065589814,0.260222770229833,0.263385340880332,0.272252223050353,-0.0088668821700208
407,CBM49,YPAD,20210719BIO1,0.252198835719903,0.0152430289547423,0.260222770229833,0.248588068167635,0.272252223050353,-0.0236641548827174
408,CBM18,NI1,20210719BIO1,0.0501717510981159,0.00655558874111052,0.260222770229833,0.046560983545848,0.0310561845869491,0.0155047989588989
